COMP,REGIAO,UF,MUNICIPIO,MOTIVO_DESABILITACAO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS
202502,NORDESTE,BA,PRADO,,2674513,HOSPITAL MUNICIPAL DO PRADO,MUNICIPIO DE PRADO,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA VALDECK ORNELAS,S/N,PREDIO,SAO SEBASTIAO,45980000,(73)30211174,cpd.prado17@gmail.com,39,39,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ILHEUS,,2706563,HCM,HOSPITAL DE CLINICAS DO MALHADO LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA IPANEMA,S/N,,MALHADO,45651618,(73) 3634-1325,hcm1690@hotmail.com,67,62,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,BARRA DO CHOCA,,2722844,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO,PREFEITURA MUNICIPAL DE BARRA DO CHOCA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DEOCLECIANO MONTEIRO,S/N,,CENTRO,45123035,(77) 34361055,smsaudebc@ig.com.br,33,33,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,VITORIA DA CONQUISTA,,2722895,CLINICA CIRURGICA SANTA CLARA,CLINICA CIRURGICA SANTA CLARA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,OTAVIO SANTOS,237,,CENTRO,45020750,77 4214026,,23,15,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SENHOR DO BONFIM,,2770512,HOSPITAL MUNICIPAL DOM ANTONIO MONTEIRO,MUNICIPIO DE SENHOR DO BONFIM,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DUQUE DE CAXIAS,172,TERREO,CENTRO,48970000,(74)5414121,CORENFHDAM@OUTLOOK.COM,111,93,20,10,10,10,0,0,10,0,0,0,0,0
202502,NORDESTE,BA,BOA VISTA DO TUPIM,,2771268,HOSPITAL GERAL DE BOA VISTA DO TUPIM,MUNICIPIO DE BOA VISTA DO TUPIM,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,LARGO DA SAUDE,S/N,PREDIO,CENTRO,46850000,7533262287,cpdinformatica@yahoo.com.br,14,14,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,OLIVEIRA DOS BREJINHOS,,2771276,HOSPITAL MUNICIPAL DR JOAO CUPERTINO DA SILVA,MUNICIPIO DE OLIVEIRA DOS BREJINHOS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA ENGENHEIRO ANTONIO LEITE DO VALE,S/N,,CENTRO,47530000,7736422195,saudebrejinhos@hotmail.com,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ADUSTINA,,2771292,UNIDADE MISTA HOSPITALAR MARIA DOS SANTOS ALMEIDA,MUNICIPIO DE ADUSTINA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA JOAO CORREIA NETO,235,,CENTRO,48435000,(75)34962292,saude.adustina.ba@gmail.com,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,LAJEDAO,,2771365,UNIDADE MISTA DE SAUDE DE LAJEDAO,MUNICIPIO DE LAJEDAO,D,20,PRONTO SOCORRO GERAL,1244,HOSPITAL_PÚBLICO,AV CLAUDEMIRO ROCHA PASSOS,S/N,,CENTRO,45950000,(73) 32992373,sms.lajedao@hotmail.com,5,5,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CANDEAL,,2771411,HOSPITAL GERAL AGNALDO TAVARES,PREFEITURA MUNICIPAL DE CANDEAL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CORONEL JOAO PAULO,103,,CENTRO,48710000,(75)32352189,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ITABUNA,,2772280,HOSPITAL CALIXTO MIDLEJ FILHO,SANTA CASA DE MISERICORDIA DE ITABUNA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA ANTONIO MUNIZ,200,,PONTALZINHO,45603023,(73)3214 9100,provedoria@scmi.org.br,179,116,33,23,20,10,0,0,0,0,0,0,13,13
202502,NORDESTE,BA,FEIRA DE SANTANA,,2772620,OFTALMED,OFTALMED INSTITUTO DE OLHOS DE FEIRA DE SANTANA S C LTDA,D,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,LEOLINDA BACELAR LIMA,37,,KALILANDIA,44001240,75 36049191,CADASTRO@ASSEPLAN.CNT.BR,5,5,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,IACU,,2772671,HOSPITAL MUNICIPAL DR VALDIR CALVACANTI MEDRADO,PREFEITURA MUNICIPAL DE IACU,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,TRAVESSA DR RODRIGO DE CASTRO BURGOS,S/N,CASA,CERAMICA,46860000,(75)3325-3030,sms_iacu@yahoo.com.br,45,45,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,AMELIA RODRIGUES,,2799103,HPP DR PEDRO AMERICO DE BRITO,MUNICIPIO DE AMELIA RODRIGUES,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ANGELO CARDOSO,S/N,,CENTRO,44230000,(75) 32422022,saudeameliarodrigues@yahoo.com.br,16,16,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,FEIRA DE SANTANA,,2799278,HOSPITAL INACIA PINTO DOS SANTOS,FUNDACAO HOSPITALAR DE FEIRA DE SANTANA,M,7,HOSPITAL ESPECIALIZADO,1155,HOSPITAL_PÚBLICO,RUA DA BARRA,705,ESTABELECIMENTO,JARDIM CRUZEIRO,44024366,(75)36027100,diretoria.hips@fhfs.ba.gov.br,167,156,9,8,0,0,0,0,9,8,0,0,0,0
202502,NORDESTE,BA,SANTO ANTONIO DE JESUS,,2799286,HOSPITAL MATERNIDADE LUIZ ARGOLO,IRMANDADE DA STA CASA DE MISER DE S ANT DE JESUS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,LUIZ ARGOLLO,128,,CENTRO,44440002,,,201,166,20,10,20,10,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,WANDERLEY,,2799456,CASA DE SAUDE MUNICIPAL DE WANDERLEY,MUNICIPIO DE WANDERLEY,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,AVENIDA SAO VICENTE DE PAULA,S/N,,CENTRO,47940000,77 36261200,secsaudewan@hotmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CORACAO DE MARIA,,2799731,HOSPITAL ANGELO MARTINS,OSB ORGANIZACAO SOCIAL DE GESTAO DA BAHIA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,ARAUJO PINHO,48,TERREO,CENTRO,44250000,75 32238556,,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,FEIRA DE SANTANA,,2799758,HOSPITAL GERAL CLERISTON ANDRADE,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AV EDUARDO FROES DA MOTA,S/N,,35 BI,44094000,(75) 36023300,hgca.dirgeral@saude.ba.gov.br,398,331,93,71,80,58,8,8,5,5,0,0,0,0
202502,NORDESTE,BA,BAIXA GRANDE,,2799766,HOSPITAL MATERNIDADE MILTON PAMPONET RIBEIRO,MUNICIPIO DE BAIXA GRANDE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DR CLAUDIONOR OLIVEIRA,1,,CENTRO,44620000,(74) 32581316,secsaude_baixagrande@yahoo.com.br,43,43,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ITAPICURU,,2799782,HOSPITAL MUNICIPAL RIBEIRO CRUZ,MUNICIPIO DE ITAPICURU,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV THOMAZ FERBONIO DA ROCHA KM 42,S/N,PREDIO,LAGOA REDONDA ZONA,48475000,(75)34624017,hospitalrcruz@pop.com.br,48,48,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,RIBEIRA DO POMBAL,,2799790,HOSPITAL GERAL SANTA TEREZA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,R SALUSTIANO GUERRA RIBEIRA DO POMBAL RIBEIRA DO P,338,,CENTRO,48400000,(75) 32765100,faturamentohgst.sesab@gmail.com,110,100,14,10,10,10,0,0,4,0,0,0,0,0
202502,NORDESTE,BA,SANTA MARIA DA VITORIA,,2799804,HOSPITAL MUNICIPAL DR JOSE BORBA,MUNICIPIO DE SANTA MARIA DA VITORIA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV ROBERTO SANTOS,S/N,PREDIO,SAMBAIBA,47640000,7734838925/8926,hmjb.samavi@gmail.com,51,51,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CIPO,,2799812,HOSPITAL MUNICIPAL DE CIPO,PREFEITURA MUNICIPAL DE CIPO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CASTRO ALVES,S/N,PREDIO,CENTRO,48450000,75982557453,secsaudecipo@gmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ANTAS,,2799820,HOSPITAL NOSSA SENHORA DE LOURDES,SANTA CASA SEM FRONTEIRAS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,DO CLUBE,S/N,PREDIO,CENTRO,48420000,75 32771147,administrador@hgnsl.com.br,50,50,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CAMPO FORMOSO,,2799839,HOSPITAL SAO FRANCISCO,UNIAO HOSPITALAR SAO FRANCISCO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PRACA FREI LINO GRAFLAGE,258,BLOCOS,CENTRO,44790000,(74)3645 1217,uhsf@uhsf.com.br,115,83,12,10,12,10,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ANTAS,,2799847,HOSPITAL SANTA MARIA,ASSOCIACAO COMUNITARIA E BENEFICIENTE DE ANTAS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,DR JUAREZ GUERRA,18,,CENTRO,48420000,75 32771163,hospitalsm1@yahoo.com.br,80,80,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,BARRA DA ESTIVA,,2799855,HOSPITAL SUSY ZANFRETTA,ASSOCIACAO FILHAS DE SAO CAMILO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA PADRE GASPAR BERTONI,51,CASA,CENTRO,46650000,(77)34501120,,65,46,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ANTONIO GONCALVES,,2799944,UNIDADE DE SAUDE MAE JULIA,MUNICIPIO DE ANTONIO GONCALVES,M,20,PRONTO SOCORRO GERAL,1244,HOSPITAL_PÚBLICO,RUA ANTONIO ANGELO GRANJERO,33,TERREO,ALTO DA BOA VISTA,44780000,(74)35472713,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,LAURO DE FREITAS,,2799987,ORTRA,ORTRA SERVICOS MEDICOS ESPECIALIZADOS S S LTDA,M,21,PRONTO SOCORRO ESPECIALIZADO,2062,HOSPITAL_PRIVADO,PRACA MARTINIANO MAIA,46,,CENTRO,42702720,3378-8450/35353090,ortra_finan@hotmail.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,UNA,,2800527,HOSPITAL MUNICIPAL FREI SILVERIO,MUNICIPIO DE UNA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MORRO GRANDE,S/N,,CENTRO,45690000,73-32362247,saude@una.ba.gov.br,47,47,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CORIBE,,2801558,HOSPITAL MUNICIPAL ANTONIO JOAQUIM LOPES,FUNDO MUNICIPAL DE SAUDE CORIBE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DR CLERISTON ANDRADE,S/N,PREDIO,CENTRO,47690000,(77)4802207,coribesaude@ig.com.br,43,43,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CONDEUBA,,2801566,HOSPITAL MUNICIPAL DR JOSE CARDOSO DOS APOSTOLOS,MUNICIPIO DE CONDEUBA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA ALCIDES CORDEIRO,S/N,,SAO FRANCISCO,46200000,7734452788,smscondeuba@gmail.com,17,17,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CORRENTINA,,2801574,HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARAUJO,MUNICIPIO DE CORRENTINA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV TANCREDO NEVES,S/N,,COLINA AZUL,47650000,7734882091,sms.correntina2017@gmail.com,36,36,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,JABORANDI,,2801582,HOSPITAL MUNICIPAL HERMENEGILDO DIAS DA SILVA,MUNICIPIO DE JABORANDI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ALTO DO CRUZEIRO,10,,CENTRO,47655000,(77)6832160,smsjaborandi@hotmail.com,31,31,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,BREJOES,,2801590,HOSPITAL MUNICIPAL JOANA CAJAIBA DE ANDRADE,MUNICIPIO DE BREJOES,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,TRAVESSA MILTON GALVAO,S/N,PREDIO,CENTRO,45325000,7536542260,cpdbrejoes@gmail.com,19,19,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SAO MIGUEL DAS MATAS,,2801779,HOSPITAL ADEMARIO VILAS BOAS,INSTITUTO NACIONAL DE FOMENTO A MODERNIZACAO DA GESTAO PUBLI,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PRACA ADEMARIO VILAS BOAS,01,,CENTRO,44580000,(75)988421405,uniplangerenciamentoadm@gmail.com,29,29,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,MORRO DO CHAPEU,,2801906,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO,SOCIEDADE SAO VICENTE DE PAULO,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA 02 DE JULHO,192,PAVILHAO,CENTRO,44850000,(74) 36532110,sociedadevicentinamc@hotmail.com,58,58,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SERRINHA,,2801914,HOSPITAL MUNICIPAL DE SERRINHA,SERRINHA PREFEITURA GABINETE PREFEITO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RODOVIA BA 409 KM 01,S/N,,BA SERRINHA COITE,48700000,(75)32612224,,57,49,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SERRINHA,,2801922,HOSCA,HOSCA HOSPITAL NOSSSA SENHORA DA CONCEICAO,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA JOAQUIM HORTELIO,58,,CENTRO,48700000,(75) 3261-2319,hosca-serrinha@hotmail.com,51,40,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ITABELA,,2802015,HOSPITAL E MATERNIDADE FREI RICARDO,FUNDO MUNICIPAL DE SAUDE DE ITABELA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA GUARATINGA KM 1 5,S/N,TERREO,CENTRO,45848000,(73)32703164,cpdtamaraju@gmail.com,49,49,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,LAURO DE FREITAS,,2802023,HOSPITAL GERAL MENANDRO DE FARIA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,EST COCO KM 45,S/N,,ESTRADA DO COCO,42701260,(71)33692439,,112,112,10,10,10,10,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,FEIRA DE SANTANA,,2802031,HOSPITAL MATER DEI,GRUPO HOSPITALAR MATTER DEI LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,AVENIDA JOAO DURVAL CARNEIRO,3786,,CASEB,44052064,(75)21012866,hospitalmaterdei@gd.com.br,150,150,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SANTO ESTEVAO,,2802074,HOSPITAL MUNICIPAL DR JOAO BORGES DE CERQUEIRA,PREFEITURA MUNICIPAL DE SANTO ESTEVAO,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV GETULIO VARGAS,S/N,,CENTRO,44190000,(75) 2451411,,66,66,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SALVADOR,,2802082,HOSPITAL JORGE VALENTE,PROMEDICA PATRIMONIAL SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,AV ANITA GARIBALDI,2135,,FEDERACAO,40210750,(71) 3203-4333,cristiane.barroso@hjv.com.br,116,0,34,0,18,0,6,0,10,0,0,0,0,0
202502,NORDESTE,BA,PORTO SEGURO,,2802090,HOSPITAL REGIONAL DEPUTADO LUIS EDUARDO MAGALHAES,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,ROD 367 KM 56 LOT QUINTA DO DESCOBRIMENTO,S/N,,CAMBOLO,45810000,(73)21056494,faturamento.hps@igh.org.br,152,117,30,10,30,10,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SALVADOR,,2802104,HOSPITAL SANTO ANTONIO,ASSOCIACAO OBRAS SOCIAIS IRMA DULCE,E,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA DENDEZEIROS DO BONFIM,161,,BONFIM,40415006,(71) 3310-1111,superintendencia@irmadulce.org,728,728,30,30,20,20,10,10,0,0,0,0,0,0
202502,NORDESTE,BA,ILHEUS,,2802112,HOSPITAL SAO JOSE MATERNIDADE SANTA HELENA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ILHEUS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,LADEIRA DA VITORIA,113,,TERESOPOLIS,45652372,(73) 3231-1015,faturamento.hsj@hotmail.com,193,89,10,6,10,6,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CAPELA DO ALTO ALEGRE,,2802120,HOSPITAL SAO LUCAS,MUNICIPIO DE CAPELA DO ALTO ALEGRE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA 19 DE MARCO,170,HOSPITAL,CENTRO,44645000,7536902111,,18,18,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SALVADOR,,2802198,SOMED DAY HOSPITAL,SOMED SOCORROS MEDICOS LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,AV MANOEL DIAS DA SILVA,112,,PITUBA,41830001,(71) 2202-8000,somed@terra.com.br,13,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,JAGUAQUARA,,2802252,HOSPITAL MUNICIPAL DE JAGUAQUARA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA FREI MARIANO DE INHAMBUPE,166,,MURITIBA,45345000,(73)5342110,,54,54,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,GUANAMBI,,2804034,HOSPITAL GERAL DE GUANAMBI,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA JOSE HUMBERTO NUNES,1750,HOSPITAL,PARAISO,46430000,(77) 34516060,,210,181,30,20,20,10,0,0,10,10,0,0,0,0
202502,NORDESTE,BA,CANAVIEIRAS,,2804042,HOSPITAL MUNICIPAL REGIS PACHECO,MUNICIPIO DE CANAVIEIRAS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV ANTONIO CARLOS MAGALHAES,100,,CENTRO,45860000,(73) 3284 1561,saudecanes@yahoo.com.br,65,65,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CANAVIEIRAS,,2804921,POLICAN,POLICAN POLICLINICA DE CANAVIEIRAS LTDA,M,15,UNIDADE MISTA,2062,HOSPITAL_PRIVADO,AVENIDA ANTONIO CARLOS MAGALHAES,708,CASA,CENTRO,45860000,(73)32841720,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,WAGNER,,2814048,HOSPITAL E MATERNIDADE PONTE NOVA,HOSPITAL E MATERNIDADE PONTE NOVA S C LTDA,D,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,AVENIDA DR WOOD,S/N,CASA,CENTRO,46970000,75-999422317,hmpnwagner@hotmail.com,37,37,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,TUCANO,,2814056,HOSPITAL MARIANA PENEDO,FUNDO MUNICIPAL DE SAUDE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA PE JOSE GUMERCINDO DOS SANTOS,S/N,,CENTRO,48790000,(75)2722108,cpdtucano@outlook.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SAO FELIPE,,2816830,HOSPITAL MUNICIPAL MARIA AMELIA SANTOS,MUNICIPIO DE SAO FELIPE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DOM MACEDO COSTA,S/N,,CENTRO,44550000,(75)36282158,vagnervbb@uol.com.br,18,18,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,GUANAMBI,,2816881,HOSPITAL MUNICIPAL DE GUANAMBI,PREFEITURA MUNICIPAL DE GUANAMBI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA BARAO DO RIO BRANCO,459,,CENTRO,46430000,(77)34524500,,42,42,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,PINTADAS,,2819120,HOSPITAL E MATERNIDADE SANTA MARIA,MUNICIPIO DE PINTADAS,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA LAURINDO GONCALVES,S/N,CASA,CENTRO,44610000,(75) 36932255,santamariahospital34@gmail.com,15,6,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,IPIAU,,2819139,FUNDACAO HOSPITALAR DE IPIAU,FUNDACAO HOSPITALAR DE IPIAU,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA JURACY MAGALHAES,299,,CENTRO,45570000,(73)35313464,fhipiau@hotmail.com /,49,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,CANDIBA,,2819147,HOSPITAL MUNICIPAL DE CANDIBA,PREFEITURA MUNICIPAL DE CANDIBA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA DA LIBERDADE,S/N,HOSPITAL,JOSE COELHO,46380000,(77)36612035,,37,37,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,GOVERNADOR MANGABEIRA,,2823160,ATENDIMENTO MEDICO EMERGENCIAL DE GOVERNADOR MANGABEIRA AME,PREFEITURA MUNICIPAL DE GOVERNADOR MANGABEIRA,M,20,PRONTO SOCORRO GERAL,1244,HOSPITAL_PÚBLICO,RUA PROF AGNALDO VIANA PEREIRA,S/N,,CENTRO,44350000,(75)36382458,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,ITABERABA,,2862301,HOSPITAL REGIONAL JADIEL ALMEIDA MASCARENHAS,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA BRIGADEIRO EDUARDO GOMES,600,PREDIO,CENTRO,46880000,,,70,60,10,0,10,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SEABRA,,2870045,MATERNIDADE FREI JUSTO VENTURE,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,PRACA DA BANDEIRA,100,,CENTRO,46900000,7533319400,,35,20,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,SALVADOR,,2875802,HOSPITAL MATER DEI S A SALVADOR,HOSPITAL MATER DEI S A,E,5,HOSPITAL GERAL,2046,HOSPITAL_PRIVADO,VASCO DA GAMA,6783,,ENGENHO VELHO DA FED,40221500,71-3330-7130,DIRETORIA.SALVADOR@MATERDEI.COM.BR,145,0,40,0,20,0,10,0,10,0,0,0,0,0
202502,NORDESTE,BA,CORRENTINA,,2905035,HDE HOSPITAL DR EDGAR,HOSPITAL DR EDGAR LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA CARAZINHO,06,DISTRITO DO ROSARIO,CIDADE ROSARIO,47650000,(62)998530606,hospitaldoutoredgar@gmail.com,5,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,PONTO NOVO,,2922746,MATERNIDADE MAE ROSA,MUNICIPIO DE PONTO NOVO,M,7,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,RUA SAO JORGE,S/N,,CENTRO,44755000,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,IPIAU,,3010317,CLINICA SAO ROQUE,HOSPITAL E CLINICA SAO ROQUE LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA FLORIANO PEIXOTO,25,,CENTRO,45570000,7335318383,,19,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,NORDESTE,BA,TREMEDAL,,3010902,UNIDADE MISTA HOSPITALAR DR ADELMARIO PINHEIRO,MUNICIPIO DE TREMEDAL,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA SETE DE SETEMBRO,S/N,,CENTRO,45170000,7734942490,smstremedal@gmail.com,19,19,0,0,0,0,0,0,0,0,0,0,0,0
